*HASH_VALUE	title_id	name	women_name	
_	gn_bandit_the_sunken_city_1	Hermanas del Alma		
_	gn_bandit_the_sunken_city_2	Cascabeles		
_	gn_bandit_the_sunken_city_3	Jaks Rasgadores		
_	gn_bandit_the_sunken_city_4	Gotas de Goo Amoroso		
_	gn_bandit_the_trench_of_trials_1	Explosiones		
_	gn_bandit_the_trench_of_trials_2	Paganos de las Tierras Altas		
_	gn_bandit_the_trench_of_trials_3	Bandidos de Bigmount		
_	gn_bandit_the_under_spring_1	Linchadores de Bajo la Primavera		
_	gn_bandit_the_under_spring_2	Cigüeñas de las Galletas		
_	gn_bandit_the_under_spring_3	Stavons Espeluznantes		
_	gn_bandit_the_under_spring_4	Silenciadores		
_	gn_bandit_the_windy_gate_1	Chicas Rompecorazones		
_	gn_bandit_the_windy_gate_2	Trapos Limpiadores de la Puerta del Viento		
_	gn_bandit_the_windy_gate_3			
_	gn_bandit_thefount_1		Prakkers	
_	gn_bandit_thefount_2		Vejetes/Capataces del Manantial	
_	gn_bandit_thefount_3		Filibusteros de la Fuente	
_	gn_bandit_thefount_4		Guardaparques de la Libertad	
_	gn_bandit_thesavagedunes_1	Malvado de los Bosques		
_	gn_bandit_thesavagedunes_2	Acuchilladores Salvajes		
_	gn_bandit_thesavagedunes_3	Puñaleros del Canal		
_	gn_bandit_thesavagedunes_4	Ladrones de Thesos		
_	gn_bandit_thescorchedcorridor_1	Cortadores Subterráneos/Clandestinos		
_	gn_bandit_thescorchedcorridor_2	Sabuesos de los Túneles		
_	gn_bandit_thescorchedcorridor_3	Perros Callejeros		
_	gn_bandit_thevoid_1	Rebeldes Clandestinos		
_	gn_bandit_thevoid_2	Grapplers del Goo		
_	gn_bandit_thevoid_3	Villanos del Vacio		
_	gn_bandit_upperbog_1	Rastreros de la Savia		
_	gn_bandit_upperbog_2	Golpeadores de los Arbustos		
_	gn_bandit_upperbog_3	Piratas/Vagabundos de la Stalia		
_	gn_bandit_windsofmuse_1	Vasos/Malabarista de la Musa		
_	gn_bandit_windsofmuse_2	Curtidores del Acantilado		
_	gn_bandit_windsofmuse_3	Asaltantes de la Musa		
_	gn_bandit_windsofmuse_4	Vientos Perversos del Oeste		
_	gn_class_apprentice_trader	Aprendiz de Vendedor/Comerciante		
_	gn_class_arcane_apprentice	Mago de la Elite Mayor		
_	gn_class_arcane_master	Mago de la Elite de Veteranos		
_	gn_class_archery_lord	Tirador Fuerte Veterano		
_	gn_class_archery_master	Tirador Fuerte Mayor		
_	gn_class_archery_recruit	Tirador Fuerte Joven		
_	gn_class_assassin	Tirador Fuerte Poderoso		
_	gn_class_bodyguard	Escolta		
_	gn_class_bowmen	Tirador Regular Joven		
_	gn_class_captain	Maestro Guerrero Mayor		
_	gn_class_charm_adept	Mago Joven Poderoso		
_	gn_class_charm_expert	Mago Poderoso Mayor		
_	gn_class_cleric	Curandero de la Elite Veterano		
_	gn_class_conjurer	Mago Fuerte Veterano		
_	gn_class_conscript	Guerrero Joven Regular		
_	gn_class_cure_adept	Maestro Curandero Joven		
_	gn_class_cure_expert	Maestro Curandero Veterano		
_	gn_class_cure_master	Maestro Curandero Mayor		
_	gn_class_elite	Guerrero de la Elite Joven		
_	gn_class_executionner	Tirador Poderoso Mayor		
_	gn_class_expert	Guerrero de la Elite Mayor		
_	gn_class_fighter	Guerrero Poderoso Mayor		
_	gn_class_forager	Cosechador/Recolector 		
_	gn_class_healing_apprentice	Curandero Periódico Joven		
_	gn_class_legionnaire	Guerrero Poderoso Joven		
_	gn_class_life_surgeon	Curandero de la Elite Mayor		
_	gn_class_magician	Maestro Mago Veterano		
_	gn_class_major	Maestro Guerrero Joven		
_	gn_class_medic	Curandero Fuerte Mayor		
_	gn_class_milician	Guardián		
_	gn_class_mystical_adept	Maestro Mago Joven		
_	gn_class_mystical_expert	Maestro Mago Mayor		
_	gn_class_noble	Camarada		
_	gn_class_priest	Curandero de la Elite Joven		
_	gn_class_private	Guerrero Fuerte Mayor		
_	gn_class_professional	Tirador Poderoso Veterano		
_	gn_class_range_adept	Tirador Periódico Veterano		
_	gn_class_range_master	Tirador de la Elite Veterano		
_	gn_class_recruit	Guerrero Periódico Mayor		
_	gn_class_ritual_master	Curandero Fuerte Veterano		
_	gn_class_sergent	Guerrero Poderoso Veterano		
_	gn_class_shaman	Curandero Fuerte Joven		
_	gn_class_shooting_elite	Tirador de la Elite Joven		
_	gn_class_shooting_lord	Tirador de la Elite Mayor		
_	gn_class_soldier	Guerrero Periódico Veterano		
_	gn_class_sorcerer	Mago de la Elite Joven		
_	gn_class_sorcery_apprentice	Mago Fuerte Joven		
_	gn_class_sorcery_master	Mago Fuerte Mayor		
_	gn_class_spellcaster	Mago Fuerte Joven		
_	gn_class_throwing_adept	Maestro Tirador Joven		
_	gn_class_throwing_expert	Maestro Tirador Mayor		
_	gn_class_throwing_master	Maestro Tirador Veterano		
_	gn_class_trader	Explorador		
_	gn_class_traveler	Viajero		
_	gn_class_treat_adept	Curandero Poderoso Mayor		
_	gn_class_treat_apprentice	Curandero Poderoso Joven		
_	gn_class_trooper	Guerrero Fuerte Joven		
_	gn_class_warchief	Maestro Guerrero Veterano		
_	gn_class_warlock	Mago Poderoso Veterano		
_	gn_class_warlord	Guerrero de la Elite Veterano		
_	gn_class_warmaster	Señor de la Guerra		
_	gn_class_warrior	Guerrero Fuerte Veterano		
_	gn_darkeningsap_static_guard_5	Guardia		
_	gn_forager	Cosechador/Recolector 		
_	gn_fraharhunters_guards_w_10	Guardia Poderoso		
_	gn_fyros_defender	Defensor Fyros		
_	gn_fyros_officer	Oficial Fyros		
_	gn_green_seed_noble	Jefe de Guerra Ordinario		
_	gn_green_seed_volunteer	Voluntario Regular		
_	gn_guard_inv_1	Guardia		
_	gn_guard_inv_2	Guardia		
_	gn_kami_sentinel	Centinela Kami		
_	gn_karavan_guard_h_1	Guardián Karavan 		
_	gn_karavan_guardian	Guardián Karavan 		
_	gn_levier_volunteer	Voluntario Regular		
_	gn_leviers_noble	Jefe de Guerra Ordinario		
_	gn_matis_officer	Oficial Matis		
_	gn_matis_voluteer	Defensor Matis		
_	gn_mystical__adept	Maestro Mago Joven		
_	gn_professionnal	Tirador Poderoso Veterano		
_	gn_zorai_officer	Oficial Zoraï		
_	gn_zorai_voluteer_f	Defensor Zoraï		
_	fct_steward	 (Administrador/Mayordomo)		
_	fct_k_pactgiver	 (Dador del Pacto Kami)		
_	fct_kv_pactgiver	 (Dador del Pacto Karavan)		
_	fct_kitin_mg_1	 (Vigilante de la Amenaza Kitin)		
_	fct_kitin_mg_2	 (Vigilante de la Amenaza Kitin)		
_	fct_kitin_mg_3	 (Vigilante de la Amenaza Kitin)		
_	fct_kitin_mg_4	 (Vigilante de la Amenaza Kitin)		
_	fct_goo_obs	 (Observador del Goo)		
_	fct_bg	 (Guardaespaldas)		
_	fct_kami_adept	 (Adepto Kami)		
_	fct_larmor_merchant	 (Comerciante de Armaduras Livianas)		
_	fct_marmor_merchant	 (Comerciante de Armaduras Medianas)		
_	fct_harmor_merchant	 (Comerciante de Armaduras Pesadas)		
_	fct_ctool_merchant	 (Comerciante de Herramientas de Fabricación)		
_	fct_ttool_merchant	 (Comerciante de Herramientas para Domar)		
_	fct_htool_merchant	 (Comerciante de Herramientas de Cosecha/Recolección)		
_	fct_shield_merchant	 (Comerciante de Escudos)		
_	fct_ammo_merchant	 (Comerciante de Municiones)		
_	fct_rangeweapon_merchant	 (Comerciante de Armas de Alcance)		
_	fct_meleeweapon_merchant	 (Comerciante de Armas de Combate Cuerpo a Cuerpo)		
_	fct_stableboy_merchant	 (Mozo de Cuadra)		
_	fct_rm_merchant	 (Comerciante de Materias Primas)		
_	fct_jewel_merchant	(Comerciante de Joyas)		
_	fct_tool_merchant	(Comerciante de Herramientas)		
_	fct_plarmor_merchant	(Comerciante de Composición de Armaduras Livianas)		
_	fct_pmarmor_merchant	(Comerciante de Composición de Armaduras Medianas)		
_	fct_pharmor_merchant	(Comerciante de Composición de Armaduras Pesadas)		
_	fct_parmor_merchant	(Comerciante de Composición de Armaduras)		
_	fct_pctool_merchant	(Comerciante de Composición de Herramientas de Fabricación)		
_	fct_pttool_merchant	(Comerciante de Composición de Herramientas de Doma)		
_	fct_phtool_merchant	 (Comerciante de Composición de Recolección de Herramientas)		
_	fct_ptool_merchant	 (Comerciante de Composición de Herramientas)		
_	fct_pshield_merchant	(Comerciante de Composición de Escudos)		
_	fct_pammo_merchant	(Comerciante de Composición de Municiones)		
_	fct_prangeweapon_merchant	 (Comerciante de Composición de Armas de Alcance)		
_	fct_pmeleeweapon_merchant	 (Comerciante de Composición de Armas de Combate Cuerpo a Cuerpo)		
_	fct_prm_merchant	 (Comerciante de Composición de Materias Primas)		
_	fct_pjewel_merchant	 (Comerciante de Composición de Joyas)		
_	fct_mf_welcomer	 (Recibidor del Gremio del Combatiente Cuerpo a Cuerpo)		
_	fct_rf_welcomer	 (Recibidor del Gremio del Luchador de Alcance)		
_	fct_mh_welcomer	 (Recibidor del Gremio del Curandero Lanzador)		
_	fct_mb_welcomer	 (Recibidor del Gremio del Lanzador de Parachoques)		
_	fct_ma_welcomer	 (Recibidor del Gremio del Lanzador de Ataque)		
_	fct_t_welcomer	 (Recibidor del Gremio del Comerciante)		
_	fct_h_welcomer	 (Recibidor del Gremio del Guardabosque)		
_	fct_f_welcomer	 (Recibidor del Gremio del Artesano)		
_	fct_welcomer	 (Recibidor del Gremio)		
_	fct_p_caretaker	 (Conserje de Apartamento Homin)		
_	fct_g_caretaker	 (Conserje de Apartamento de Gremio)		
_	fct_caretaker	 (Conserje)		
_	fct_mf_chief	 (Líder del Gremio del Luchador de Cuerpo a Cuerpo)		
_	fct_rf_chief	 (Líder del Gremio del Luchador de Alcance)		
_	fct_mh_chief	 (Líder del Gremio del Curandero Lanzador)		
_	fct_mb_chief	 (Líder del Gremio del Lanzador de Parachoques)		
_	fct_ma_chief	 (Líder del Gremio del Lanzador de Ataque)		
_	fct_t_chief	 (Líder del Gremio del Comerciante)		
_	fct_h_chief	 (Líder del Gremio del Recolector)		
_	fct_f_chief	 (Líder del Gremio del Artesano)		
_	fct_mission_officer	 (Oficial de la Misión)		
_	fct_mv_guard	 (Guarida Yrkanis)		
_	fct_mv_guardchief	 (Jefe de la Guardia Yrkanis)		
_	fct_ma_guard	 (Guardia de Natae)		
_	fct_ma_guardchief	 (Jefe de la Guardia de Natae)		
_	fct_mb_guard	 (Guardia de Davae)		
_	fct_mb_guardchief	 (Jefe de la Guardia de Davae)		
_	fct_mc_guard	 (Guardia de Avalae)		
_	fct_mc_guardchief	 (Jefe de la Guardia de Avalae)		
_	fct_mf_guard	 (Guardia de la Frontera)		
_	fct_tax_collector	 (Recolector de Impuestos)		
_	fct_tribe_chief	 (Jefe de Tribu)		
_	fct_barman	 (Tabernero)		
_	fct_mayor	 (Alcalde)		
_	fct_amayor	 (Asistente del Alcalde)		
_	fct_natae_chief	 (Jefe de la Villa de Natae)		
_	fct_davae_chief	 (Jefe de la Villa de Davae)		
_	fct_avalae_chief	 (Jefe de la Villa de Avalae)		
_	fct_counselor	 (Consejero del Rey)		
_	fct_cutthroat	 (Degollador Matis)		
_	fct_bandit_chief	 (Jefe de los Bandidos)		
_	fct_mv_intendant	 (Intendente de Yrkanis)		
_	fct_ma_intendant	 (Intendente de Natae)		
_	fct_mb_intendant	 (Intendente de Davae)		
_	fct_mc_intendant	 (Intendente de Avalae)		
_	fct_zv_intendant	 (Intendente de Zora)		
_	fct_za_intendant	 (Intendente de Jen-Laï)		
_	fct_zb_intendant	 (Intendente de Min-Cho)		
_	fct_zc_intendant	 (Intendente de Hoï-Cho)		
_	fct_fv_intendant	 (Intendente de Pyr)		
_	fct_fa_intendant	 (Intendente de Thesos)		
_	fct_fb_intendant	 (Intendente de Dyron)		
_	fct_tv_intendant	 (Intendente de Fairhaven)		
_	fct_ta_intendant	 (Intendente de Windermeer)		
_	fct_tc_intendant	 (Intendente de Crystabell)		
_	fct_tb_intendant	 (Intendente de Avendale)		
_	fct_zv_guard	 (Guardia de Zora)		
_	fct_zv_guardchief	 (Jefe de la Guardia de Zora)		
_	fct_za_guard	 (Guardia de Jen-Laï)		
_	fct_za_guardchief	 (Jefe de la Guardia Jen-Laï)		
_	fct_zb_guard	 (Guardia de Min-Cho)		
_	fct_zb_guardchief	 (Jefe de la Guardia de Min-Cho)		
_	fct_zc_guard	 (Guardia de Hoï-Cho)		
_	fct_zc_guardchief	 (Jefe de la Guardia de Hoï-Cho)		
_	fct_fv_guard	 (Guardia de Pyr)		
_	fct_fv_guardchief	 (Guardia de Pyr)		
_	fct_fv_rookieguard	 (Guardia Novato de Pyr)		
_	fct_fa_guardchief	 (Jefe de la Guardia de Thesos)		
_	fct_fa_guard	 (Guardia de Thesos)		
_	fct_fb_guardchief	 (Jefe de la Guardia de Dyron)		
_	fct_fb_guard	 (Guardia de Dyron)		
_	fct_ff_guard	 (Guardia de la Frontera)		
_	fct_tv_guard	 (Guardia de Fairhaven)		
_	fct_tv_guardchief	 (Jefe de la Guardia de Fairhaven)		
_	fct_ta_guard	 (Guardia de Windermeer)		
_	fct_ta_guardchief	 (Jefe de la Guardia de Windermeer)		
_	fct_tc_guard	 (Guardia de Crystabell)		
_	fct_tc_guardchief	 (Jefe de la Guardia de Crystabell)		
_	fct_tb_guard	 (Guardia de Avendale)		
_	fct_tb_guardchief	 (Jefe de la Guardia de Avendale)		
_	fct_zf_guard	 (Guarida de la Frontera)		
_	fct_stablegirl_merchant	 (Chica del Establo)		
_	fct_barmaid	 (Tavernero)		
_	fct_civil			
_	fct_sage	 (Savio)		
_	fct_craftsman	 (Artesano)		
_	fct_supplier	 (Proveedor)		
_	fct_hunter	 (Cazador)		
_	fct_hunter_chief	 (Jefe de los Cazadores)		
_	fct_bandit	 (Bandido)		
_	fct_actor	 (Actor)		
_	fct_actress	 (Actriz)		
_	fct_kami_master	 (Maestro Kami)		
_	fct_karavan_officer	 (Oficial Karavan)		
_	fct_newb_welcomer	 (Recibidor)		
_	fct_newb_a	 (Guardia de Stalli)		
_	fct_newb_a_chief	 (Jefe de la Guardia de Stalli)		
_	fct_newb_b	 (Guardia de Borea)		
_	fct_newb_b_chief	 (Jefe de la Guardia de Borea)		
_	fct_newb_c	 (Guardia de Nistia)		
_	fct_newb_c_chief	 (Jefe de la Guardia de Nistia)		
_	fct_newb_d	 (Guardia de Rosilio)		
_	fct_newb_d_chief	 (Jefe de la Guardia de Rosilio)		
_	fct_newb_e	 (Guardia de Miani)		
_	fct_newb_e_chief	 (Jefe de la Guardia de Miani)		
_	fct_newb_za	 (Guardia de Qaï-Lo)		
_	fct_newb_za_chief	 (Jefe de la Guardia de Qaï-Lo)		
_	fct_newb_zc	 (Guardia de Nen-Xing)		
_	fct_newb_zc_chief	 (Jefe de la Guardia de Nen-Xing)		
_	fct_newb_zb	 (Guardia de Sheng-Wo)		
_	fct_newb_zb_chief	 (Jefe de la Guardia de Sheng-Wo)		
_	fct_newb_ze	 (Guardia de Yin-Piang)		
_	fct_newb_ze_chief	 (Jefe de la Guardia de Yin-Piang)		
_	fct_newb_zd	 (Guardia de Koï-Zun)		
_	fct_newb_zd_chief	 (Jefe de la Guardia de Koï-Zun)		
_	fct_newb_fa	 (Guardia de Aegus)		
_	fct_newb_fa_chief	 (Jefe de la Guardia de Aegus)		
_	fct_newb_fc	 (Guardia de Sekovix)		
_	fct_newb_fc_chief	 (Jefe de la Guardia de Sekovix)		
_	fct_newb_fb	 (Guardia de Kaemon)		
_	fct_newb_fb_chief	 (Jefe de la Guardia de Kaemon)		
_	fct_newb_fe	 (Guardia de Galemus)		
_	fct_newb_fe_chief	 (Jefe de la Guardia de Galemus)		
_	fct_newb_fd	 (Guardia de Phyxon)		
_	fct_newb_fd_chief	 (jefe de la Guardia de Phyxon)		
_	fct_newb_ta	 (Guardia de Aubermouth)		
_	fct_newb_ta_chief	 (Jefe de la Guardia de Aubermouth)		
_	fct_newb_tb	 (Guardia de Barkdell)		
_	fct_newb_tb_chief	 (Jefe de la Guardia de Barkdell)		
_	fct_newb_tc	 (Guardia de Hobwelly)		
_	fct_newb_tc_chief	 (Jefe de la Guardia de Hobwelly)		
_	fct_newb_td	 (Guardia de Waverton)		
_	fct_newb_td_chief	 (Jefe de la Guardia Waverton)		
_	fct_newb_te	 (Guardia de Dingleton)		
_	fct_newb_te_chief	 (Jefe de la Guardia de Dingleton)		
_	fct_registar	 (Secretario del Gremio)		
_	fct_ins_f	 (Instructor de Pelea)		
_	fct_ins_m	 (Instructor de Magia)		
_	fct_ins_r	 (Instructor de Artesano)		
_	fct_ins_h	 (Instructor de Recolector)		
_	fct_mf_rolemaster	 (Maestro de Funciones del Gremio de la Lucha Cuerpo a Cuerpo)		
_	fct_rf_rolemaster	 (Maestro de Funciones del Gremio del Luchador de Alcance)		
_	fct_c_rolemaster	 (Maestro de Funciones del Gremio del Luchador)		
_	fct_mh_rolemaster	 (Maestro de Funciones del Gremio del Curandero)		
_	fct_mb_rolemaster	 (Maestro de Funciones del Gremio del Lazador de Parachoques)		
_	fct_ma_rolemaster	 (Maestro de Funciones del Gremio del Lanzador de Ataque)		
_	fct_m_rolemaster	 (Maestro de Funciones del Gremio de Magia)		
_	fct_t_rolemaster	 (Maestro de Funciones del Gremio de Mercaderes)		
_	fct_h_rolemaster	 (Maestro de Funciones del Gremio del Recolector)		
_	fct_f_rolemaster	 (Maestro de Funciones del Gremio ded Artesano)		
_	fct_f_trainer	 (Entrenador de Combate)		
_	fct_m_trainer	 (Entrenador de Mago)		
_	fct_c_trainer	 (Entrenador de Artesano)		
_	fct_h_trainer	 (Entrenador de Recolector)		
_	fct_f_guild_trainer	 (Entrenador de Combate del Gremio)		
_	fct_m_guild_trainer	 (Entrenador de Mago del Gremio)		
_	fct_c_guild_trainer	 (Entrenador de Artesano del Gremio)		
_	fct_h_guild_trainer	 (Entrenador de Recolector del Gremio)		
_	fct_guild_we	 (Recibidor)		
_	fct_guild_rm_craft	 (Maestro de Funciones de Fabricacion)		
_	fct_guild_rm_fight	 (Maestro de Funciones de Combate)		
_	fct_guild_rm_magic	 (Maestro de Funciones de Magia)		
_	fct_scout	 (Explorador)		
_	fct_ambassador	 (Embajador)		
_	fct_corporal	 (Corporal)		
_	fct_sergent	 (Sargento)		
_	fct_captain	 (Capitán)		
_	fct_city_welcomer	 (Recibidor de la Ciudad)		
_	fct_village_welcomer	 (Recibidor de la Aldea)		
_	fct_foreman_apprentice	 (Aprendiz de Capataz)		
_	fct_foreman	 (Capataz)		
_	fct_foreman_master	 (Maestro Capataz)		
_	fct_hawker	 (Halconero/Vendedor Ambulante)		
_	fct_journeyman	 (Viajero)		
_	fct_kami_ambassador	 (Embajador Kami)		
_	fct_kami_welcomer	 (Recibidor Kami)		
_	fct_karavan_ambassador	 (Embajador Karavan)		
_	fct_karavan_agent	 (Agente Karavan)		
_	fct_karavan_welcomer	 (Recibidor Karavan)		
_	fct_local_messenger	 (Mensajero Local)		
_	fct_frontiers_messenger	 (Mensajero de la Frontera)		
_	fct_outlands_messenger	 (Mensajero de las Afueras)		
_	fct_patrolman	 (Patrullero)		
_	fct_prospector	 (Buscador)		
_	fct_tribe_welcomer	 (Recibidor d ela Tribu)		
_	fct_local_supplier	 (Proveedor Local)		
_	fct_frontiers_supplier	 (Proveedor de la Frontera)		
_	fct_outlands_supplier	 (Proveedor de las Afueras)		
_	fct_outpost_steward	 (Secretario del Puesto)		
_	fct_outpost_steward_tribe	 (Secretario del Puesto de la Tribu)		
_	fct_outpost_officer	 (Oficial del Puesto)		
_	fct_outpost_officer_tribe	 (Funcionario del Puesto de la Tribu)		
_	Refugee	Refugiado	Refugiada	
_	Homin	Homin	Homin	
_	Novice_Artisan	Aprendiz de Artesano	Aprendiz de Artesano	
_	Novice_Warrior	Aprendiz de Luchador	Aprendiz de Luchador	
_	Novice_Harvester	Aprendiz de Recolector	Aprendiz de Recolector 	
_	Novice_Magician	Aprendiz de Mago	Aprendiz de Mago	
_	Artisan_Apprentice	Aprendiz de Artesano	Aprendiz de Artesano	
_	Warrior_Apprentice	Aprendiz de Artesano	Aprendiz de Artesano	
_	Magician_Apprentice	Aprendiz de Mago	Aprendiz de Mago	
_	Fyros_Artisan_Apprentice	Aprendiz de Artesano Fyros	Aprendiz de Artesano Fyros	
_	Matis_Artisan_Apprentice	Aprendiz de Artesano Matis	Aprendiz de Artesano Matis	
_	Tryker_Artisan_Apprentice	Aprendiz de Artesano Tryker	Aprendiz de Artesano Tryker	
_	Zorai_Artisan_Apprentice	Aprendiz de Artesano Zoraï 	Aprendiz de Artesano Zoraï 	
_	Melee_Warrior_Apprentice	Guerrero	Gerrera	
_	Sniper_Apprentice	Aprendiz de Francotirador	Aprendiz de Francotirador	
_	Fyros_Armorer_Apprentice	Aprendiz de Armero Fyros	Aprendiz de Armero Fyros	
_	Fyros_Jeweler_Apprentice	Aprendiz de Joyero Fyros	Arpendiz de Joyero Fyros	
_	Fyros_Weapon_Smith_Apprentice	Aprendiz de Herrero de Armas Fyros	Aprendeiz de Herrero de Armas Fyros	
_	Fyros_Munitioner_Apprentice	Aprendiz de Proveedor de Municiones Fyros	Aprendiz de Proveedor de Municiones Fyros	
_	Fyros_Gun_Smith_Apprentice	Aprendiz de Amero Fyros	Aprendiz de Armero Fyros	
