*HASH_VALUE	sbrick ID	name	ia	da	p	pia	pda	description	description2
-	BFMA13	Increase Damage 13	an	the				Increases damage to up to double - maximum efficiency for weapons up to level 265.	Increase Damage 13 - Max Factor: $1INC_DMG
-	BFMC01	Accurate Attack 1	an	the				Reduces the chance of your enemy dodging - maximum efficiency for weapons up to level 20.	Accurate attack 1 - Max skill bonus: +$1ATT_SKILL_MOD
-	BFMC02	Accurate Attack 2	an	the				Reduces the chance of your enemy dodging - maximum efficiency for weapons up to level 35.	Accurate attack 2 - Max skill bonus: +$1ATT_SKILL_MOD
-	BFMC03	Accurate Attack 3	an	the				Reduces the chance of your enemy dodging - maximum efficiency for weapons up to level 50.	Accurate attack 3 - Max skill bonus: +$1ATT_SKILL_MOD
-	BFMC04	Accurate Attack 4	an	the				Reduces the chance of your enemy dodging - maximum efficiency for weapons up to level 65.	Accurate attack 4 - Max skill bonus: +$1ATT_SKILL_MOD
-	BFMC05	Accurate Attack 5	an	the				Reduces the chance of your enemy dodging - maximum efficiency for weapons up to level 90.	Accurate attack 5 - Max skill bonus: +$1ATT_SKILL_MOD
-	BFMC06	Accurate Attack 6	an	the				Reduces the chance of your enemy dodging - maximum efficiency for weapons up to level 115.	Accurate attack 6 - Max skill bonus: +$1ATT_SKILL_MOD
-	BFMC07	Accurate Attack 7	an	the				Reduces the chance of your enemy dodging - maximum efficiency for weapons up to level 140.	Accurate attack 7 - Max skill bonus: +$1ATT_SKILL_MOD
-	BFMC08	Accurate Attack 8	an	the				Reduces the chance of your enemy dodging - maximum efficiency for weapons up to level 170.	Accurate attack 8 - Max skill bonus: +$1ATT_SKILL_MOD
-	BFMC09	Accurate Attack 9	an	the				Reduces the chance of your enemy dodging - maximum efficiency for weapons up to level 200.	Accurate attack 9 - Max skill bonus: +$1ATT_SKILL_MOD
-	BFMC10	Accurate Attack 10	an	the				Reduces the chance of your enemy dodging - maximum efficiency for weapons up to level 235.	Accurate attack 10 - Max skill bonus: +$1ATT_SKILL_MOD
-	BFMC11	Accurate Attack 11	an	the				Reduces the chance of your enemy dodging - maximum efficiency for weapons up to level 275.	Accurate attack 11 - Max skill bonus: +$1ATT_SKILL_MOD
-	BFMD01	Bleeding 1	a	the				Causes a bleeding damage over time effect (based on the damage of the initial hit) for 10s - maximum efficiency for weapons up to level 25.	Bleeding 1 - Max factor: $2BLEED_FACTOR
-	BFMD02	Bleeding 2	a	the				Causes a bleeding damage over time effect (based on the damage of the initial hit) for 10s - maximum efficiency for weapons up to level 35.	Bleeding 2 - Max factor: $2BLEED_FACTOR
-	BFMD03	Bleeding 3	a	the				Causes a bleeding damage over time effect (based on the damage of the initial hit) for 10s - maximum efficiency for weapons up to level 50.	Bleeding 3 - Max factor: $2BLEED_FACTOR
-	BFMD04	Bleeding 4	a	the				Causes a bleeding damage over time effect (based on the damage of the initial hit) for 10s - maximum efficiency for weapons up to level 65.	Bleeding 4 - Max factor: $2BLEED_FACTOR
-	BFMD05	Bleeding 5	a	the				Causes a bleeding damage over time effect (based on the damage of the initial hit) for 10s - maximum efficiency for weapons up to level 90.	Bleeding 5 - Max factor: $2BLEED_FACTOR
-	BFMD06	Bleeding 6	a	the				Causes a bleeding damage over time effect (based on the damage of the initial hit) for 10s - maximum efficiency for weapons up to level 115.	Bleeding 6 - Max factor: $2BLEED_FACTOR
-	BFMD07	Bleeding 7	a	the				Causes a bleeding damage over time effect (based on the damage of the initial hit) for 10s - maximum efficiency for weapons up to level 140.	Bleeding 7 - Max factor: $2BLEED_FACTOR
-	BFMD08	Bleeding 8	a	the				Causes a bleeding damage over time effect (based on the damage of the initial hit) for 10s - maximum efficiency for weapons up to level 165.	Bleeding 8 - Max factor: $2BLEED_FACTOR
-	BFMD09	Bleeding 9	a	the				Causes a bleeding damage over time effect (based on the damage of the initial hit) for 10s - maximum efficiency for weapons up to level 200.	Bleeding 9 - Max factor: $2BLEED_FACTOR
-	BFMD10	Bleeding 10	a	the				Causes a bleeding damage over time effect (based on the damage of the initial hit) for 10s - maximum efficiency for weapons up to level 235.	Bleeding 10 - Max factor: $2BLEED_FACTOR
-	BFMD11	Bleeding 11	a	the				Causes a bleeding damage over time effect (based on the damage of the initial hit) for 10s - maximum efficiency for weapons up to level 275.	Bleeding 11 - Max factor: $2BLEED_FACTOR
-	BFCA01	Stamina Credit 1	a	the				Consumes '$0STA_WEIGHT_FACTOR * weapon weight' Stamina - gives 6 credits.	Consumption factor: $0STA_WEIGHT_FACTOR
-	BFCA02	Stamina Credit 2	a	the				Consumes '$0STA_WEIGHT_FACTOR * weapon weight' Stamina - gives 10 credits.	Consumption factor: $0STA_WEIGHT_FACTOR
-	BFCA03	Stamina Credit 3	a	the				Consumes '$0STA_WEIGHT_FACTOR * weapon weight' Stamina - gives 16 credits.	Consumption factor: $0STA_WEIGHT_FACTOR
-	BFCA04	Stamina Credit 4	a	the				Consumes '$0STA_WEIGHT_FACTOR * weapon weight' Stamina - gives 20 credits.	Consumption factor: $0STA_WEIGHT_FACTOR
-	BFCA05	Stamina Credit 5	a	the				Consumes '$0STA_WEIGHT_FACTOR * weapon weight' Stamina - gives 26 credits.	Consumption factor: $0STA_WEIGHT_FACTOR
-	BFCA06	Stamina Credit 6	a	the				Consumes '$0STA_WEIGHT_FACTOR * weapon weight' Stamina - gives 30 credits.	Consumption factor: $0STA_WEIGHT_FACTOR
-	BFCA07	Stamina Credit 7	a	the				Consumes '$0STA_WEIGHT_FACTOR * weapon weight' Stamina - gives 40 credits.	Consumption factor: $0STA_WEIGHT_FACTOR
-	BFCA08	Stamina Credit 8	a	the				Consumes '$0STA_WEIGHT_FACTOR * weapon weight' Stamina - gives 50 credits.	Consumption factor: $0STA_WEIGHT_FACTOR
-	BFCA09	Stamina Credit 9	a	the				Consumes '$0STA_WEIGHT_FACTOR * weapon weight' Stamina - gives 66 credits.	Consumption factor: $0STA_WEIGHT_FACTOR
-	BFCA10	Stamina Credit 10	a	the				Consumes '$0STA_WEIGHT_FACTOR * weapon weight' Stamina - gives 80 credits.	Consumption factor: $0STA_WEIGHT_FACTOR
-	BFCA11	Stamina Credit 11	a	the				Consumes '$0STA_WEIGHT_FACTOR * weapon weight' Stamina - gives 100 credits.	Consumption factor: $0STA_WEIGHT_FACTOR
-	BFCA12	Stamina Credit 12	a	the				Consumes '$0STA_WEIGHT_FACTOR * weapon weight' Stamina - gives 120 credits.	Consumption factor: $0STA_WEIGHT_FACTOR
-	BFCA13	Stamina Credit 13	a	the				Consumes '$0STA_WEIGHT_FACTOR * weapon weight' Stamina - gives 140 credits.	Consumption factor: $0STA_WEIGHT_FACTOR
-	BFCA14	Stamina Credit 14	a	the				Consumes '$0STA_WEIGHT_FACTOR * weapon weight' Stamina - gives 160 credits.	Consumption factor: $0STA_WEIGHT_FACTOR
-	BFCA15	Stamina Credit 15	a	the				Consumes '$0STA_WEIGHT_FACTOR * weapon weight' Stamina - gives 180 credits.	Consumption factor: $0STA_WEIGHT_FACTOR
-	BFCA16	Stamina Credit 16	a	the				Consumes '$0STA_WEIGHT_FACTOR * weapon weight' Stamina - gives 200 credits.	Consumption factor: $0STA_WEIGHT_FACTOR
-	BFCA17	Stamina Credit 17	a	the				Consumes '$0STA_WEIGHT_FACTOR * weapon weight' Stamina - gives 226 credits.	Consumption factor: $0STA_WEIGHT_FACTOR
-	BFCA18	Stamina Credit 18	a	the				Consumes '$0STA_WEIGHT_FACTOR * weapon weight' Stamina - gives 250 credits.	Consumption factor: $0STA_WEIGHT_FACTOR
-	BFCB01	HP Credit 1	a	the				Consumes $|HP hit points - gives 10 credits.	Consumes $|HP hit points
-	BFCB02	HP Credit 2	a	the				Consumes $|HP hit points - gives 20 credits.	Consumes $|HP hit points
-	BFCB03	HP Credit 3	a	the				Consumes $|HP hit points - gives 35 credits.	Consumes $|HP hit points
-	BFCB04	HP Credit 4	a	the				Consumes $|HP hit points - gives 50 credits.	Consumes $|HP hit points
-	BFCB05	HP Credit 5	a	the				Consumes $|HP hit points - gives 75 credits.	Consumes $|HP hit points
-	BFCB06	HP Credit 6	a	the				Consumes $|HP hit points - gives 100 credits.	Consumes $|HP hit points
-	BFCB07	HP Credit 7	a	the				Consumes $|HP hit points - gives 125 credits.	Consumes $|HP hit points
-	BFCB08	HP Credit 8	a	the				Consumes $|HP hit points - gives 150 credits.	Consumes $|HP hit points
-	BFCB09	HP Credit 9	a	the				Consumes $|HP hit points - gives 175 credits.	Consumes $|HP hit points
-	BFCB10	HP Credit 10	a	the				Consumes $|HP hit points - gives 200 credits.	Consumes $|HP hit points
-	BFCC01	Opening After Dodge 1	an	the				Makes the action only usable after you dodge successfully- gives 10 credits.	Opening After dodge 1
-	BFCC02	Opening After Dodge 2	an	the				Makes the action only usable after you dodge successfully- gives 20 credits.	Opening After dodge 2
-	BFCC03	Opening After Dodge 3	an	the				Makes the action only usable after you dodge successfully- gives 35 credits.	Opening After dodge 3
-	BFCC04	Opening After Dodge 4	an	the				Makes the action only usable after you dodge successfully- gives 50 credits.	Opening After dodge 4
-	BFCC05	Opening After Dodge 5	an	the				Makes the action only usable after you dodge successfully- gives 75 credits.	Opening After dodge 5
-	BFCC06	Opening After Dodge 6	an	the				Makes the action only usable after you dodge successfully- gives 100 credits.	Opening After dodge 6
-	BFCC07	Opening After Dodge 7	an	the				Makes the action only usable after you dodge successfully- gives 125 credits.	Opening After dodge 7
-	BFCC08	Opening After Dodge 8	an	the				Makes the action only usable after you dodge successfully- gives 150 credits.	Opening After dodge 8
-	BFCC09	Opening After Dodge 9	an	the				Makes the action only usable after you dodge successfully- gives 180 credits.	Opening After dodge 9
-	BFCC10	Opening After Dodge 10	an	the				Makes the action only usable after you dodge successfully- gives 215 credits.	Opening After dodge 10
-	BFCC11	Opening After Dodge 11	an	the				Makes the action only usable after you dodge successfully- gives 250 credits.	Opening After dodge 11
-	BFCD01	Opening After Parry 1	an	the				Makes the action only usable after you parry successfully- gives 10 credits.	Opening After parry 1
-	BFCD02	Opening After Parry 2	an	the				Makes the action only usable after you parry successfully- gives 20 credits.	Opening After parry 2
-	BFCD03	Opening After Parry 3	an	the				Makes the action only usable after you parry successfully- gives 35 credits.	Opening After parry 3
-	BFCD04	Opening After Parry 4	an	the				Makes the action only usable after you parry successfully- gives 50 credits.	Opening After parry 4
-	BFCD05	Opening After Parry 5	an	the				Makes the action only usable after you parry successfully- gives 75 credits.	Opening After parry 5
-	BFCD06	Opening After Parry 6	an	the				Makes the action only usable after you parry successfully- gives 100 credits.	Opening After parry 6
-	BFCD07	Opening After Parry 7	an	the				Makes the action only usable after you parry successfully- gives 125 credits.	Opening After parry 7
-	BFCD08	Opening After Parry 8	an	the				Makes the action only usable after you parry successfully- gives 150 credits.	Opening After parry 8
-	BFCD09	Opening After Parry 9	an	the				Makes the action only usable after you parry successfully- gives 180 credits.	Opening After parry 9
-	BFCD10	Opening After Parry 10	an	the				Makes the action only usable after you parry successfully- gives 215 credits.	Opening After parry 10
-	BFCD11	Opening After Parry 11	an	the				Makes the action only usable after you parry successfully- gives 250 credits.	Opening After parry 11
-	BFCE01	Opening After Critical Hit 1	an	the				Makes the action only usable after you deliver a critical hit - gives 10 credits.	Opening After critical hit 1
-	BFCE02	Opening After Critical Hit 2	an	the				Makes the action only usable after you deliver a critical hit - gives 20 credits.	Opening After critical hit 2
-	BFCE03	Opening After Critical Hit 3	an	the				Makes the action only usable after you deliver a critical hit - gives 35 credits.	Opening After critical hit 3
-	BFCE04	Opening After Critical Hit 4	an	the				Makes the action only usable after you deliver a critical hit - gives 50 credits.	Opening After critical hit 4
-	BFCE05	Opening After Critical Hit 5	an	the				Makes the action only usable after you deliver a critical hit - gives 75 credits.	Opening After critical hit 5
-	BFCE06	Opening After Critical Hit 6	an	the				Makes the action only usable after you deliver a critical hit - gives 100 credits.	Opening After critical hit 6
-	BFCE07	Opening After Critical Hit 7	an	the				Makes the action only usable after you deliver a critical hit - gives 125 credits.	Opening After critical hit 7
-	BFCE08	Opening After Critical Hit 8	an	the				Makes the action only usable after you deliver a critical hit - gives 150 credits.	Opening After critical hit 8
-	BFCE09	Opening After Critical Hit 9	an	the				Makes the action only usable after you deliver a critical hit - gives 180 credits.	Opening After critical hit 9
-	BFCE10	Opening After Critical Hit 10	an	the				Makes the action only usable after you deliver a critical hit - gives 215 credits.	Opening After critical hit 10
-	BFCE11	Opening After Critical Hit 11	an	the				Makes the action only usable after you deliver a critical hit - gives 250 credits.	Opening after critical hit 11
-	BCPA01	Fyros Melee Weapons	a	the				Base stanza for crafting Fyros melee weapons.	
-	BCPA02	Fyros Range Weapons	a	the				Base stanza for crafting Fyros range weapons.	
-	BCPA03	Fyros Ammo	a	the				Base stanza for crafting Fyros ammo.	
-	BCPA04	Fyros Armor	a	the				Base stanza for crafting Fyros armor.	
-	BCPA05	Fyros Shields	a	the				Base stanza for crafting Fyros shields.	
-	BCPA06	Fyros Jewels	a	the				Base stanza for crafting Fyros jewels.	
-	BCPA07	Matis Melee Weapons	a	the				Base stanza for crafting Matis melee weapons.	
-	BCPA08	Matis Range Weapons	a	the				Base stanza for crafting Matis range weapons.	
-	BCPA09	Matis Ammo	a	the				Base stanza for crafting Matis ammo.	
-	BCPA10	Matis Armor	a	the				Base stanza for crafting Matis armor.	
-	BCPA11	Matis Shields	a	the				Base stanza for crafting Matis shields.	
-	BCPA12	Matis Jewels	a	the				Base stanza for crafting Matis jewels.	
-	BCPA13	Tryker Melee Weapons	a	the				Base stanza for crafting Tryker melee weapons.	
-	BCPA14	Tryker Range Weapons	a	the				Base stanza for crafting Tryker range weapons.	
-	BCPA15	Tryker Ammo	a	the				Base stanza for crafting Tryker ammo.	
-	BCPA16	Tryker Armor	a	the				Base stanza for crafting Tryker armor.	
-	BCPA17	Tryker Shields	a	the				Base stanza for crafting Tryker shields.	
-	BCPA18	Tryker Jewels	a	the				Base stanza for crafting Tryker jewels.	
-	BCPA19	Zoraï Melee Weapons	a	the				Base stanza for crafting Zoraï melee weapons.	
-	BCPA20	Zoraï Range Weapons	a	the				Base stanza for crafting Zoraï range weapons.	
-	BCPA21	Zoraï Ammo	a	the				Base stanza for crafting Zoraï ammo.	
-	BCPA22	Zoraï Armor	a	the				Base stanza for crafting Zoraï armor.	
-	BCPA23	Zoraï Shields	a	the				Base stanza for crafting Zoraï shields.	
-	BCPA24	Zoraï Jewels	a	the				Base stanza for crafting Zoraï jewels.	
-	BIF01	%comp	a	the					
-	BIF02	%comp	a	the					
-	BIF03	%comp	a	the					
-	BIF04	%comp	a	the					
-	BIF05	%comp	a	the					
-	BIF06	%comp	a	the					
-	BIF07	%comp with One-handed Mace	a	the					
-	BIF08	%comp	a	the					
-	BIF09	%comp with Staff	a	the					
-	BIF10	%comp	a	the					
-	BIF11	%comp	a	the					
-	BIF12	%comp	a	the					
-	BIF13	%comp	a	the					
-	BIF14	%comp with Spear	a	the					
-	BIF15	%comp	a	the					
-	BIF16	%comp	a	the					
-	BIF17	%comp	a	the					
-	BIF18	%comp with One-handed Axe	a	the					
-	BIF19	%comp	a	the					
-	BIF20	%comp with One-handed Sword	a	the					
-	BIF21	%comp with One-handed Sword	a	the					
-	BIF22	%comp	a	the					
-	BIF23	%comp	a	the					
-	BIF24	%comp	a	the					
-	BIF25	%comp	a	the					
-	BIF26	%comp with Two-handed Mace	a	the					
-	BIF27	%comp	a	the					
-	BIF28	%comp	a	the					
-	BIF29	%comp	a	the					
-	BIF30	%comp with Pike	a	the					
-	BIF31	%comp	a	the					
-	BIF32	%comp	a	the					
-	BIF33	%comp	a	the					
-	BIF34	%comp with Two-handed Axe	a	the					
-	BIF35	%comp	a	the					
-	BIF36	%comp	a	the					
-	BIF37	%comp	a	the					
-	BIF38	%comp with Two-handed Sword	a	the					
-	BIF39	%comp with Two-handed Sword	a	the					
-	BIF40	%comp	a	the					
-	BIF41	%comp	a	the					
-	BIF42	%comp	a	the					
-	BIF43	%comp	a	the					
-	BIF44	%comp with Dagger	a	the					
-	BIF45	%comp with Dagger	a	the					
-	BIF46	%comp	a	the					
-	BIF47	%comp with Hand to Hand Combat	a	the					
-	BIF48	%comp	a	the					
-	BIF49	%comp	a	the					
-	BIF50	%comp	a	the					
-	BIF51	%comp	a	the					
-	BIF52	%comp with Bowpistol	a	the					
-	BIF53	%comp	a	the					
-	BIF54	%comp	a	the					
-	BIF55	%comp	a	the					
-	BIF56	%comp with Pistol	a	the					
-	BIF57	%comp	a	the					
-	BIF58	%comp	a	the					
-	BIF59	%comp	a	the					
-	BIF60	%comp	a	the					
-	BIF61	%comp with Autolauncher	a	the					
-	BIF62	%comp	a	the					
-	BIF63	%comp	a	the					
-	BIF64	%comp with Bowrifle	a	the					
-	BIF65	%comp	a	the					
-	BIF66	%comp	a	the					
-	BIF67	%comp	a	the					
-	BIF68	%comp with Launcher	a	the					
-	BIF69	%comp	a	the					
-	BIF70	%comp	a	the					
-	BIF71	%comp with Rifle	a	the					
-	BIF72	%comp	a	the					
-	BIF73	%comp	a	the					
-	BIF74	%comp	a	the					
-	BIF75	%comp	a	the					
-	BIF76	%comp	a	the					
-	BIF77	%comp	a	the					
-	BIF78	%comp	a	the					
-	BIF79	%comp	a	the					
-	BIF80	%comp	a	the					
-	BIF81	%comp	a	the					
-	BIF82	%comp	a	the					
-	BIF83	%comp	a	the					
-	BIF84	%comp	a	the					
-	BIF85	%comp	a	the					
-	BIF86	%comp	a	the					
-	BIF87	%comp	a	the					
-	BIF88	%comp	a	the					
-	BIF89	%comp	a	the					
-	BIF90	%comp	a	the					
-	BIF91	%comp	a	the					
-	BIF92	%comp	a	the					
-	BIF93	%comp	a	the					
-	BIF94	%comp	a	the					
-	BIF95	%comp	a	the					
-	BIF96	%comp	a	the					
-	BIF97	%comp	a	the					
-	BIF98	%comp	a	the					
-	BIF99	%comp	a	the					
-	BIF100	%comp	a	the					
-	BIF101	%comp	a	the					
-	BIF102	%comp	a	the					
-	BIF103	%comp	a	the					
-	BIF104	%comp	a	the					
-	BIF105	%comp	a	the					
-	BIF106	%comp	a	the					
-	BIF107	%comp	a	the					
-	BIF108	%comp	a	the					
-	BIF109	%comp	a	the					
-	BIF110	%comp	a	the					
-	BIF111	%comp	a	the					
-	BIF112	%comp	a	the					
-	BIF113	%comp	a	the					
-	BIF114	%comp	a	the					
-	BIF115	%comp	a	the					
-	BIF116	%comp	a	the					
-	BIF117	%comp	a	the					
-	BIF118	%comp	a	the					
-	BIF119	%comp	a	the					
-	BIF120	%comp	a	the					
-	BIF121	%comp	a	the					
-	melee_reduce_latency_1	Reduce Latency 1	a	the				Put here the Stanza Description.	
-	bcfpea13	Bowpistol Smashing Ammo	a	the				Crafting plan for Fyros bowpistol smashing ammo.	
-	bcfpea14	Bowpistol Piercing Ammo	a	the				Crafting plan for Fyros bowpistol piercing ammo.	
-	bcfpea15	Bowpistol Slashing Ammo	a	the				Crafting plan for Fyros bowpistol slashing ammo.	
-	bcfpea07	Grenade Smashing Ammo	a	the				Crafting plan for Fyros grenade smashing ammo.	
-	bcfpea08	Grenade Piercing Ammo	a	the				Crafting plan for Fyros grenade piercing ammo.	
-	bcfpea09	Grenade Slashing Ammo	a	the				Crafting plan for Fyros grenade slashing ammo.	
-	bcfpea16	Pistol Smashing Ammo	a	the				Crafting plan for Fyros pistol smashing ammo.	
-	bcfpea17	Pistol Piercing Ammo	a	the				Crafting plan for Fyros pistol piercing ammo.	
-	bcfpea18	Pistol Slashing Ammo	a	the				Crafting plan for Fyros pistol slashing ammo.	
-	bcfpea01	Autolauncher Smashing Ammo	a	the				Crafting plan for Fyros autolauncher smashing ammo.	
-	bcfpea02	Autolauncher Piercing Ammo	a	the				Crafting plan for Fyros autolauncher piercing ammo.	
-	bcfpea03	Autolauncher Slashing Ammo	a	the				Crafting plan for Fyros autolauncher slashing ammo.	
-	bcfpea04	Bowrifle Smashing Ammo	a	the				Crafting plan for Fyros bowrifle smashing ammo.	
-	bcfpea05	Bowrifle Piercing Ammo	a	the				Crafting plan for Fyros bowrifle piercing ammo.	
-	bcfpea06	Bowrifle Slashing Ammo	a	the				Crafting plan for Fyros bowrifle slashing ammo.	
-	bcfpea10	Launcher Smashing Ammo	a	the				Crafting plan for Fyros launcher smashing ammo.	
-	bcfpea11	Launcher Piercing Ammo	a	the				Crafting plan for Fyros launcher piercing ammo.	
-	bcfpea12	Launcher Slashing Ammo	a	the				Crafting plan for Fyros launcher slashing ammo.	
-	bcfpea19	Rifle Smashing Ammo	a	the				Crafting plan for Fyros rifle smashing ammo.	
-	bcfpea20	Rifle Piercing Ammo	a	the				Crafting plan for Fyros rifle piercing ammo.	
-	bcfpea21	Rifle Slashing Ammo	a	the				Crafting plan for Fyros rifle slashing ammo.	
-	bcmpea13	Bowpistol Smashing Ammo	a	the				Crafting plan for Matis bowpistol smashing ammo.	
-	bcmpea14	Bowpistol Piercing Ammo	a	the				Crafting plan for Matis bowpistol piercing ammo.	
-	bcmpea15	Bowpistol Slashing Ammo	a	the				Crafting plan for Matis bowpistol slashing ammo.	
-	bcmpea07	Grenade Smashing Ammo	a	the				Crafting plan for Matis grenade smashing ammo.	
-	bcmpea08	Grenade Piercing Ammo	a	the				Crafting plan for Matis grenade piercing ammo.	
-	bcmpea09	Grenade Slashing Ammo	a	the				Crafting plan for Matis grenade slashing ammo.	
-	bcmpea16	Pistol Smashing Ammo	a	the				Crafting plan for Matis pistol smashing ammo.	
-	bcmpea17	Pistol Piercing Ammo	a	the				Crafting plan for Matis pistol piercing ammo.	
-	bcmpea18	Pistol Slashing Ammo	a	the				Crafting plan for Matis pistol slashing ammo.	
-	bcmpea01	Autolauncher Smashing Ammo	a	the				Crafting plan for Matis autolauncher smashing ammo.	
-	bcmpea02	Autolauncher Piercing Ammo	a	the				Crafting plan for Matis autolauncher piercing ammo.	
-	bcmpea03	Autolauncher Slashing Ammo	a	the				Crafting plan for Matis autolauncher slashing ammo.	
-	bcmpea04	Bowrifle Smashing Ammo	a	the				Crafting plan for Matis bowrifle smashing ammo.	
-	bcmpea05	Bowrifle Piercing Ammo	a	the				Crafting plan for Matis bowrifle piercing ammo.	
-	bcmpea06	Bowrifle Slashing Ammo	a	the				Crafting plan for Matis bowrifle slashing ammo.	
-	bcmpea10	Launcher Smashing Ammo	a	the				Crafting plan for Matis launcher smashing ammo.	
-	bcmpea11	Launcher Piercing Ammo	a	the				Crafting plan for Matis launcher piercing ammo.	
-	bcmpea12	Launcher Slashing Ammo	a	the				Crafting plan for Matis launcher slashing ammo.	
-	bcmpea19	Rifle Smashing Ammo	a	the				Crafting plan for Matis rifle smashing ammo.	
-	bcmpea20	Rifle Piercing Ammo	a	the				Crafting plan for Matis rifle piercing ammo.	
-	bcmpea21	Rifle Slashing Ammo	a	the				Crafting plan for Matis rifle slashing ammo.	
-	bctpea13	Bowpistol Smashing Ammo	a	the				Crafting plan for Tryker bowpistol smashing ammo.	
-	bctpea14	Bowpistol Piercing Ammo	a	the				Crafting plan for Tryker bowpistol piercing ammo.	
-	bctpea15	Bowpistol Slashing Ammo	a	the				Crafting plan for Tryker bowpistol slashing ammo.	
-	bctpea07	Grenade Smashing Ammo	a	the				Crafting plan for Tryker grenade smashing ammo.	
-	bctpea08	Grenade Piercing Ammo	a	the				Crafting plan for Tryker grenade piercing ammo.	
-	bctpea09	Grenade Slashing Ammo	a	the				Crafting plan for Tryker grenade slashing ammo.	
-	bctpea16	Pistol Smashing Ammo	a	the				Crafting plan for Tryker pistol smashing ammo.	
-	bctpea17	Pistol Piercing Ammo	a	the				Crafting plan for Tryker pistol piercing ammo.	
-	bctpea18	Pistol Slashing Ammo	a	the				Crafting plan for Tryker pistol slashing ammo.	
-	bctpea01	Autolauncher Smashing Ammo	a	the				Crafting plan for Tryker autolauncher smashing ammo.	
-	bctpea02	Autolauncher Piercing Ammo	a	the				Crafting plan for Tryker autolauncher piercing ammo.	
-	bctpea03	Autolauncher Slashing Ammo	a	the				Crafting plan for Tryker autolauncher slashing ammo.	
-	bctpea04	Bowrifle Smashing Ammo	a	the				Crafting plan for Tryker bowrifle smashing ammo.	
-	bctpea05	Bowrifle Piercing Ammo	a	the				Crafting plan for Tryker bowrifle piercing ammo.	
-	bctpea06	Bowrifle Slashing Ammo	a	the				Crafting plan for Tryker bowrifle slashing ammo.	
-	bctpea10	Launcher Smashing Ammo	a	the				Crafting plan for Tryker launcher smashing ammo.	
-	bctpea11	Launcher Piercing Ammo	a	the				Crafting plan for Tryker launcher piercing ammo.	
-	bctpea12	Launcher Slashing Ammo	a	the				Crafting plan for Tryker launcher slashing ammo.	
-	bctpea19	Rifle Smashing Ammo	a	the				Crafting plan for Tryker rifle smashing ammo.	
-	bctpea20	Rifle Piercing Ammo	a	the				Crafting plan for Tryker rifle piercing ammo.	
-	bctpea21	Rifle Slashing Ammo	a	the				Crafting plan for Tryker rifle slashing ammo.	
-	bczpea13	Bowpistol Smashing Ammo	a	the				Crafting plan for Zoraï bowpistol smashing ammo.	
-	bczpea14	Bowpistol Piercing Ammo	a	the				Crafting plan for Zoraï bowpistol piercing ammo.	
-	bczpea15	Bowpistol Slashing Ammo	a	the				Crafting plan for Zoraï bowpistol slashing ammo.	
-	bczpea07	Grenade Smashing Ammo	a	the				Crafting plan for Zoraï grenade smashing ammo.	
-	bczpea08	Grenade Piercing Ammo	a	the				Crafting plan for Zoraï grenade piercing ammo.	
